Age,Primary streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects
25.0,Spotify,1.0,True,False,False,EDM,False,False,107.0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,1,1,0.0,8.0,0.0,0.0,0
34.0,Spotify,2.0,False,False,False,Metal,False,False,120.0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,2,0,3.0,7.0,0.0,0.0,0
22.0,Other,6.0,True,True,True,Jazz,True,True,140.0,2,1,3,3,1,3,3,1,2,2,2,3,3,3,2,2,8.0,8.0,8.0,5.0,0
17.0,Spotify,2.0,True,True,True,Jazz,True,False,94.0,2,0,0,0,0,1,2,0,0,1,2,3,0,1,3,1,5.0,2.0,3.0,4.0,0
26.0,Spotify,3.0,True,True,False,Folk,True,False,160.0,1,1,0,3,1,1,2,0,0,1,1,2,2,1,2,2,8.0,8.0,3.0,0.0,0
19.0,Spotify,8.0,True,False,False,EDM,True,False,174.0,0,0,3,0,0,2,0,1,0,0,1,2,2,2,2,0,6.0,8.0,8.0,0.0,0
21.0,Spotify,3.0,True,False,False,Pop,True,True,136.0,1,3,2,1,0,3,1,0,3,2,1,3,3,3,2,2,6.0,8.0,6.0,0.0,2
32.0,Spotify,3.0,True,True,True,Rock,True,True,144.0,1,1,2,3,0,2,1,0,2,3,1,2,3,1,3,1,6.0,6.0,7.0,5.0,0
21.0,No Streaming Service,3.0,True,False,False,Rock,False,False,77.0,0,0,0,2,2,2,2,0,1,0,1,1,1,2,3,3,9.0,10.0,3.0,0.0,1
25.0,Spotify,2.0,False,True,False,Pop,False,False,120.0,1,0,0,1,0,2,0,0,2,0,0,3,2,3,3,1,7.0,7.0,5.0,0.0,0
26.0,Spotify,1.0,False,False,False,Rock,False,False,120.0,1,0,1,1,0,1,1,0,0,1,2,2,1,2,3,0,10.0,7.0,2.0,8.0,1
21.0,Spotify,2.0,True,True,False,Metal,True,True,120.0,1,0,0,2,0,1,0,0,0,1,3,1,0,1,3,2,1.0,3.0,0.0,6.0,1
17.0,Spotify,2.0,True,True,False,Pop,False,True,120.0,1,0,0,0,0,1,3,3,0,3,0,3,3,2,0,2,5.0,3.0,2.0,1.0,0
28.0,No Streaming Service,4.0,True,False,False,Rock,True,True,194.0,1,2,1,1,0,2,2,1,0,0,2,2,1,1,3,2,6.0,8.0,1.0,6.0,0
41.0,YouTube Music,4.0,True,False,False,Pop,True,False,60.0,1,0,2,3,0,3,2,1,1,2,1,3,3,2,3,1,7.0,2.0,0.0,7.0,0
18.0,Spotify,1.0,True,True,False,Metal,True,True,190.0,1,0,1,0,0,2,0,0,0,0,3,1,0,2,3,2,6.0,9.0,9.0,0.0,0
22.0,Spotify,2.0,False,False,False,R&B,False,True,87.0,2,0,0,0,0,1,0,3,3,2,0,2,3,1,1,2,1.0,1.0,4.0,1.0,1
49.0,Other,1.0,True,False,False,EDM,True,False,156.0,2,0,3,2,0,2,1,1,1,2,2,2,1,1,3,2,8.0,8.0,2.0,0.0,0
21.0,Spotify,3.0,True,True,True,Metal,True,False,150.0,2,1,1,2,0,1,1,1,0,2,3,3,1,2,3,2,3.0,3.0,7.0,0.0,1
27.0,Spotify,10.0,True,False,False,Metal,True,True,194.0,0,1,2,2,0,2,1,1,1,2,3,3,2,2,3,2,8.0,8.0,3.0,0.0,0
19.0,Spotify,1.0,False,False,True,Metal,True,True,160.0,0,0,0,0,0,1,0,0,0,2,3,2,1,1,3,0,6.0,4.0,0.0,3.0,1
27.0,Spotify,3.0,True,False,False,Metal,True,True,171.0,2,0,0,1,0,2,1,0,0,1,3,0,1,2,2,1,1.0,0.0,0.0,0.0,0
27.0,Spotify,1.5,True,False,False,Rock,False,False,95.0,0,0,0,1,0,2,0,1,0,1,3,2,0,2,3,2,5.0,5.0,4.0,4.0,0
42.0,YouTube Music,2.5,True,True,False,Rock,False,True,148.0,2,1,3,1,0,2,3,0,1,1,2,1,1,1,2,1,8.0,8.0,7.0,6.0,0
60.0,Pandora,2.0,True,False,False,Gospel,False,False,119.0,1,2,0,1,3,0,0,0,1,0,0,2,1,0,2,0,3.0,0.0,2.0,0.0,0
19.0,YouTube Music,5.0,True,False,False,Metal,False,True,136.0,2,1,1,2,2,2,1,0,0,3,3,0,0,2,3,2,0.0,5.0,1.0,0.0,1
20.0,Apple Music,2.0,True,False,False,Pop,True,False,141.0,1,0,0,1,0,2,1,0,0,2,0,3,2,1,2,1,6.0,3.0,0.0,0.0,0
28.0,Spotify,2.0,False,False,True,Metal,False,False,146.0,1,0,0,1,0,1,0,0,0,0,3,1,0,0,2,1,1.0,7.0,5.0,1.0,0
16.0,No Streaming Service,2.0,False,True,True,Video game music,True,False,120.0,2,1,0,0,1,2,2,1,0,2,0,2,2,1,1,2,4.0,2.0,1.0,1.0,1
18.0,Spotify,2.0,True,False,False,R&B,False,True,164.0,2,0,0,0,0,1,0,0,0,1,0,3,3,1,0,0,5.0,6.0,0.0,1.0,1
34.0,Spotify,1.0,True,False,False,Rock,True,True,120.0,1,0,3,0,0,0,0,3,0,1,3,1,0,0,3,3,1.0,0.0,0.0,0.0,1
18.0,YouTube Music,1.5,True,False,False,Pop,True,False,120.0,0,1,1,0,0,1,3,2,1,3,0,3,2,1,1,3,8.0,6.0,5.0,2.0,0
21.0,Spotify,5.0,True,True,True,Folk,True,True,128.0,2,1,0,3,1,1,2,0,1,2,1,3,2,1,3,1,9.0,4.0,0.0,3.0,0
38.0,Spotify,0.5,False,False,False,Rock,True,True,120.0,0,0,1,2,1,2,1,0,2,0,0,3,2,1,3,0,4.0,6.0,6.0,4.0,0
17.0,Spotify,2.0,True,False,False,Rock,False,True,120.0,0,1,1,1,0,0,0,1,0,2,1,2,0,1,3,3,7.0,3.0,1.0,5.0,0
35.0,Other,0.5,False,False,False,Pop,False,False,120.0,2,0,0,2,0,0,0,0,0,1,0,3,1,0,2,1,10.0,3.0,1.0,0.0,1
21.0,No Streaming Service,2.0,True,False,False,Rock,False,True,101.0,1,2,1,2,0,3,1,0,3,3,3,3,3,3,3,1,8.0,8.0,3.0,0.0,0
25.0,Apple Music,2.5,True,False,False,R&B,False,False,120.0,1,0,0,1,1,2,1,0,3,3,1,2,3,2,2,2,7.0,6.0,5.0,4.0,0
18.0,Spotify,2.0,True,True,False,K pop,True,True,98.0,3,0,0,1,1,2,2,3,1,3,0,2,3,2,0,1,7.0,2.0,3.0,5.0,0
16.0,Apple Music,2.0,False,False,False,Pop,True,False,145.0,0,2,1,2,1,1,0,1,0,2,0,3,1,1,3,1,10.0,3.5,5.0,10.0,0
19.0,Spotify,1.0,True,False,False,Pop,True,True,94.0,1,2,1,1,0,2,1,0,0,1,1,3,2,2,3,0,7.0,5.0,1.0,2.0,0
31.0,Spotify,4.0,True,True,False,Classical,False,True,103.0,3,0,1,0,1,2,1,0,2,0,2,1,0,2,2,0,6.0,8.0,9.0,5.0,0
26.0,Spotify,5.0,True,False,False,Rock,False,False,120.0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,3,0,2.0,9.0,2.0,1.0,1
16.0,Spotify,2.0,True,True,True,Rock,False,False,112.0,1,0,3,1,0,0,0,0,0,1,1,2,1,0,3,3,7.0,4.0,10.0,2.0,0
26.0,Spotify,2.0,True,True,False,Rock,True,True,120.0,3,1,1,3,0,1,0,0,0,2,2,1,0,1,3,3,7.0,5.0,6.0,0.0,0
17.0,Spotify,2.0,True,False,False,R&B,True,True,118.0,1,1,0,0,2,2,1,3,0,1,0,2,3,2,0,1,6.0,1.0,0.0,0.0,0
22.0,Spotify,1.0,True,True,False,Video game music,True,True,120.0,2,2,1,3,0,0,0,1,1,0,3,1,0,0,3,3,3.0,6.0,1.0,1.0,0
20.0,Apple Music,4.0,True,False,False,R&B,True,True,113.0,2,1,0,1,0,2,2,1,0,1,0,2,3,3,3,1,9.0,10.0,3.0,0.0,0
30.0,Spotify,1.0,False,True,False,Rock,True,False,162.0,2,2,1,2,0,1,0,0,0,0,2,2,0,1,3,0,8.0,5.0,8.0,9.0,0
26.0,Other,4.0,True,False,False,Pop,False,False,120.0,1,3,1,0,0,1,1,0,2,0,1,3,1,0,2,0,8.0,7.0,7.0,3.0,0
19.0,Spotify,5.0,True,False,False,Rock,True,True,111.0,2,1,0,2,1,1,2,1,1,1,3,2,1,1,3,2,9.0,9.0,9.0,3.0,1
21.0,No Streaming Service,5.0,True,False,False,Country,True,False,85.0,0,3,1,2,0,1,0,0,0,0,2,2,0,1,3,0,9.0,8.0,9.0,7.0,0
33.0,Spotify,7.0,True,False,False,Rock,True,True,134.0,1,2,2,2,1,3,1,1,2,2,2,3,3,3,3,2,9.0,3.0,7.0,8.0,0
28.0,YouTube Music,2.0,True,False,False,Rock,True,False,172.0,0,1,1,1,0,2,0,1,0,2,1,2,3,1,3,1,10.0,8.0,6.0,2.0,0
25.0,Spotify,3.0,True,False,False,Rock,True,True,180.0,1,0,2,2,0,1,0,1,0,2,3,2,1,1,3,2,9.0,6.0,3.0,0.0,0
22.0,YouTube Music,2.0,True,False,False,Pop,False,False,120.0,1,0,1,1,1,1,1,0,0,1,0,3,1,1,2,2,7.0,7.0,8.0,3.0,0
19.0,Spotify,3.0,True,False,True,Rock,True,True,76.0,2,0,2,2,0,0,0,0,0,1,1,1,1,0,3,1,9.0,10.0,4.0,0.0,0
44.0,Other,3.0,True,False,False,Folk,True,True,130.0,1,1,1,3,1,2,1,0,1,2,0,1,2,2,1,2,9.0,9.0,8.0,2.0,0
22.0,Spotify,3.0,True,False,False,Rock,False,False,120.0,0,1,0,3,0,1,0,0,0,0,3,1,0,0,3,1,9.0,10.0,3.0,9.0,0
26.0,Spotify,5.0,True,True,True,Metal,True,True,109.0,2,1,3,1,1,1,2,2,0,1,3,2,2,1,2,2,10.0,9.0,8.0,8.0,0
23.0,No Streaming Service,6.0,True,False,True,Classical,False,True,96.0,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,6.0,5.0,6.0,8.0,0
17.0,Spotify,2.0,False,False,False,R&B,False,True,148.0,2,0,1,0,0,3,1,1,0,1,0,2,3,2,0,1,8.0,6.0,10.0,3.0,0
42.0,YouTube Music,2.0,False,False,False,Metal,True,False,120.0,2,1,2,1,0,2,0,0,0,0,3,2,2,2,3,1,8.0,3.0,6.0,4.0,0
30.0,Spotify,1.0,False,True,False,Rock,True,False,129.0,1,0,1,1,0,1,1,0,1,1,1,3,1,1,3,1,4.0,2.0,1.0,3.0,0
35.0,Spotify,1.0,True,False,False,Pop,True,True,81.0,2,1,2,1,0,2,1,1,0,0,0,3,1,1,2,1,2.0,1.0,1.0,1.0,1
20.0,Spotify,3.0,False,False,False,Rock,True,False,136.0,0,3,0,0,0,0,0,0,0,0,3,3,0,2,3,1,10.0,10.0,7.0,3.0,0
18.0,Spotify,3.0,True,False,False,Rap,True,True,155.0,1,0,0,2,0,3,2,0,2,2,0,3,1,3,3,3,8.0,9.0,0.0,0.0,0
21.0,Spotify,1.0,False,False,False,Pop,False,True,120.0,0,0,2,0,0,1,0,2,2,1,0,3,2,1,2,1,4.0,9.0,6.0,2.0,1
19.0,Spotify,6.0,True,False,False,Rock,True,True,52.0,0,0,1,3,0,1,1,0,3,1,2,3,1,2,3,1,4.0,2.0,0.0,0.0,0
37.0,Spotify,4.0,True,False,False,Rock,True,False,97.0,1,2,2,2,0,3,1,0,0,2,2,2,3,3,3,0,9.0,2.0,7.0,7.0,0
31.0,Spotify,2.0,True,False,False,Metal,True,True,92.0,2,1,1,2,0,2,1,1,2,3,3,2,2,2,3,3,8.0,6.0,7.0,5.0,0
29.0,Spotify,2.0,True,True,False,Folk,True,True,100.0,0,2,1,3,2,1,1,1,1,1,2,1,3,1,3,1,6.0,5.0,4.0,2.0,0
20.0,Spotify,3.0,True,False,False,Rock,True,True,120.0,2,1,1,3,0,1,2,0,0,2,2,3,1,1,3,2,8.0,5.0,2.0,3.0,0
36.0,No Streaming Service,8.0,True,True,True,Video game music,False,True,143.0,2,1,2,1,0,1,1,0,0,0,3,1,0,1,2,3,7.0,6.0,6.0,1.0,1
18.0,Spotify,3.0,True,True,False,Rock,True,False,118.0,2,0,0,1,0,0,2,0,0,1,1,2,0,0,3,1,10.0,2.0,0.0,0.0,0
18.0,Spotify,2.0,True,False,False,K pop,True,True,130.0,1,0,2,0,0,0,0,3,0,0,1,2,0,0,1,0,6.0,0.0,0.0,0.0,0
25.0,Spotify,7.0,True,False,False,Pop,False,True,120.0,0,2,3,1,1,2,0,3,1,1,1,3,2,2,1,2,2.0,0.0,1.0,0.0,0
18.0,YouTube Music,12.0,True,False,False,K pop,True,True,126.0,0,0,0,0,0,2,0,3,2,0,1,3,2,2,1,0,3.0,7.0,5.0,2.0,0
31.0,YouTube Music,9.0,True,False,False,Pop,True,True,158.0,1,1,1,2,0,0,1,1,1,3,2,3,0,1,2,2,9.0,0.0,2.0,0.0,0
17.0,Spotify,2.0,True,False,False,Pop,True,True,160.0,1,1,1,1,1,2,2,2,0,0,1,3,1,2,2,0,5.0,4.0,1.0,1.0,0
21.0,Spotify,1.0,True,False,False,Folk,False,True,120.0,0,1,0,3,0,1,2,0,0,1,1,1,0,0,2,3,8.0,4.0,0.0,1.0,0
30.0,Other,1.0,False,False,False,Country,False,False,119.0,0,3,0,0,0,2,0,0,0,0,0,3,1,2,2,1,8.0,10.0,2.0,0.0,0
40.0,Apple Music,2.0,True,False,False,Metal,True,True,120.0,2,0,2,1,0,1,1,0,0,1,3,1,1,1,3,0,3.0,6.0,2.0,1.0,1
64.0,No Streaming Service,4.0,True,False,False,Rock,False,False,200.0,2,1,2,1,0,1,2,1,1,0,1,2,1,1,2,1,4.0,4.0,2.0,1.0,0
14.0,Spotify,2.0,True,True,False,Rock,True,True,136.0,1,0,0,2,0,2,1,0,0,0,2,3,1,2,3,1,7.0,5.0,2.0,6.0,0
26.0,YouTube Music,6.0,True,False,False,Rock,True,False,104.0,2,0,0,1,0,1,2,0,0,0,1,2,0,1,3,0,3.0,2.0,0.0,0.0,1
35.0,Spotify,4.0,True,True,True,Country,True,True,90.0,1,3,1,2,1,3,2,1,2,2,2,2,1,2,3,0,9.0,9.0,5.0,1.0,0
33.0,Other,1.0,False,False,False,Rock,False,False,120.0,0,0,0,0,0,2,0,0,1,0,0,2,1,1,3,0,3.0,10.0,4.0,1.0,1
30.0,Spotify,6.0,True,False,False,Folk,True,True,89.0,2,1,0,3,1,0,1,0,0,2,2,1,0,0,3,0,9.0,0.0,5.0,0.0,1
31.0,Spotify,2.0,False,True,False,Metal,True,False,95.0,2,2,2,1,0,1,0,0,0,1,3,3,1,2,3,2,7.0,6.0,6.0,5.0,0
27.0,Spotify,5.0,True,False,True,Folk,True,True,140.0,1,0,2,3,2,1,1,2,2,3,2,3,2,0,3,3,0.0,9.0,4.0,0.0,0
53.0,No Streaming Service,1.5,False,False,False,Pop,True,True,92.0,1,0,3,2,0,2,0,1,2,0,0,3,1,2,2,0,2.0,2.0,2.0,1.0,1
23.0,Spotify,5.0,True,True,True,Metal,True,True,120.0,2,1,0,1,0,0,1,0,0,0,3,1,0,0,3,0,6.0,9.0,2.0,1.0,0
25.0,Spotify,2.0,True,False,True,EDM,True,False,128.0,1,1,3,1,0,2,2,2,0,1,3,3,1,2,3,1,6.0,4.0,1.0,0.0,0
16.0,Apple Music,4.0,True,True,False,K pop,True,True,140.0,3,1,1,2,1,3,2,3,2,3,3,3,2,1,2,1,8.0,9.0,4.0,0.0,0
18.0,Spotify,2.0,True,True,True,Rock,True,False,120.0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,3,0,6.0,7.0,4.0,3.0,0
29.0,Spotify,5.0,True,True,True,Classical,True,True,120.0,3,0,0,1,0,0,1,0,0,0,1,2,1,0,2,0,7.0,2.0,2.0,0.0,0
31.0,YouTube Music,6.0,True,False,False,EDM,True,True,136.0,1,1,3,1,0,2,0,0,0,1,1,2,2,2,2,2,8.0,6.0,5.0,6.0,1
31.0,Spotify,1.0,False,False,False,Rock,False,True,132.0,2,1,0,0,0,1,0,0,2,0,2,1,1,1,3,2,3.0,10.0,0.0,0.0,2
38.0,Spotify,6.0,True,True,False,Pop,True,True,107.0,3,2,2,2,2,3,3,1,2,2,1,3,3,3,2,0,9.0,4.0,9.0,7.0,0
17.0,Spotify,4.0,False,True,False,Classical,True,True,135.0,3,0,0,0,0,3,3,1,3,2,2,1,2,1,0,1,7.0,9.0,2.0,8.0,2
25.0,Apple Music,2.0,False,False,False,EDM,False,True,171.0,0,2,3,1,0,0,0,0,0,0,1,2,0,0,3,1,10.0,3.0,1.0,4.0,0
20.0,Spotify,2.0,False,True,True,Metal,False,True,220.0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,2,1,0.0,0.0,0.0,1.0,1
15.0,Spotify,2.0,True,False,False,EDM,False,False,171.0,0,0,3,0,0,2,0,0,0,0,0,1,1,2,0,1,9.0,6.0,1.0,7.0,1
16.0,Spotify,4.0,True,False,True,Lofi,True,False,85.0,1,1,3,1,0,1,1,0,0,3,1,2,0,1,1,3,7.0,1.0,3.0,5.0,0
20.0,Spotify,2.0,True,True,False,EDM,False,True,174.0,2,0,3,0,0,2,0,2,0,0,0,2,0,0,2,2,9.0,7.0,5.0,7.0,0
23.0,Other,6.0,True,False,False,Rap,True,True,87.0,0,0,2,2,0,1,0,2,2,0,0,3,3,2,1,0,3.0,1.0,2.0,7.0,0
22.0,Spotify,3.0,True,False,False,Hip hop,True,True,77.0,1,0,2,1,0,3,1,0,2,1,2,3,2,3,2,1,6.0,6.0,8.0,0.0,0
15.0,No Streaming Service,5.0,True,False,False,Rock,True,True,126.0,1,0,3,1,0,0,0,0,0,2,1,3,0,0,3,2,10.0,6.0,0.0,4.0,0
17.0,No Streaming Service,0.5,True,True,False,Video game music,False,True,136.0,1,2,2,0,0,0,1,0,0,0,1,2,1,1,2,3,6.0,3.0,1.0,1.0,0
22.0,YouTube Music,1.0,True,False,False,Video game music,True,True,80.0,1,0,1,2,0,1,0,0,0,2,0,1,0,0,1,3,3.0,3.0,0.0,7.0,1
21.0,Spotify,10.0,True,False,False,Metal,True,True,92.0,0,1,1,0,0,3,0,1,0,0,3,2,2,3,3,2,9.0,10.0,2.0,2.0,1
19.0,Spotify,2.0,True,False,False,Pop,False,True,120.0,1,0,2,1,0,1,2,2,2,2,0,3,3,2,3,3,7.0,5.0,0.0,2.0,1
32.0,Apple Music,0.5,False,False,False,Classical,True,False,120.0,3,0,2,1,0,0,1,0,0,0,2,1,0,0,3,1,3.0,0.0,4.0,4.0,1
34.0,YouTube Music,1.0,False,False,False,Rock,False,True,138.0,1,0,0,2,0,1,0,0,1,0,0,1,0,2,3,0,9.0,9.0,6.0,4.0,0
18.0,No Streaming Service,2.0,True,True,False,Metal,True,True,150.0,2,0,1,0,0,0,0,0,0,0,3,1,0,1,3,2,5.0,7.0,7.0,2.0,0
21.0,Spotify,3.0,True,False,False,Country,True,False,108.0,1,3,0,2,1,1,0,0,0,0,1,2,0,0,3,2,0.0,8.0,0.0,5.0,0
20.0,Spotify,3.0,False,False,False,Country,True,True,119.0,1,3,1,2,0,2,1,2,0,0,0,3,3,1,2,0,8.0,4.0,3.0,4.0,0
19.0,Spotify,2.0,True,False,False,Country,True,False,125.0,1,3,1,2,1,0,0,0,1,1,2,1,0,0,2,0,7.0,2.0,0.0,7.0,1
25.0,No Streaming Service,1.0,False,False,False,Pop,False,True,120.0,1,0,0,1,0,1,1,0,0,1,1,3,1,1,3,3,9.0,9.0,6.0,9.0,1
31.0,Spotify,8.0,True,True,False,Classical,True,True,120.0,3,0,1,1,0,0,2,0,0,0,0,0,0,0,1,1,5.0,7.0,5.0,4.0,0
21.0,Spotify,1.0,True,True,False,Pop,True,True,85.0,3,1,1,2,0,1,0,2,0,1,3,3,2,3,2,3,5.0,1.0,0.0,0.0,0
31.0,YouTube Music,1.0,False,False,True,Folk,True,True,113.0,3,0,0,2,0,1,0,0,1,0,0,0,0,0,2,0,4.0,1.0,3.0,0.0,0
20.0,YouTube Music,1.0,False,False,False,Pop,True,False,86.0,1,0,0,1,0,0,0,0,0,1,1,3,0,0,2,0,3.0,5.0,3.0,0.0,0
19.0,Spotify,5.0,True,True,False,Rock,True,False,141.0,2,1,0,0,0,1,2,0,0,0,3,2,2,1,3,0,2.0,2.0,0.0,6.0,0
19.0,Other,5.0,True,False,False,EDM,True,True,97.0,1,0,3,2,0,2,1,0,2,3,3,1,0,3,2,1,0.0,1.0,3.0,5.0,0
23.0,Spotify,4.0,True,False,False,Metal,True,True,120.0,1,2,2,0,0,2,0,1,0,2,3,3,3,3,3,1,7.0,8.0,6.0,2.0,0
24.0,No Streaming Service,8.0,True,False,True,Video game music,True,False,120.0,2,1,3,1,1,3,3,1,1,3,3,1,1,2,3,3,6.0,4.0,8.0,8.0,0
20.0,Other,0.7,False,False,False,Rock,False,False,144.0,1,0,0,0,0,0,0,0,0,2,1,3,1,0,3,1,5.0,6.0,8.0,2.0,0
15.0,Spotify,3.0,False,False,False,Video game music,False,False,84.0,1,1,2,1,1,2,1,0,0,3,1,3,0,0,3,3,6.0,6.0,2.0,6.0,1
17.0,Spotify,7.0,True,False,False,Hip hop,False,True,84.0,0,0,1,0,1,3,0,0,0,1,1,1,1,3,1,1,8.0,9.0,3.0,4.0,0
20.0,No Streaming Service,1.5,False,True,True,Video game music,False,True,60.0,3,0,0,1,1,0,0,0,2,0,0,0,0,0,0,3,8.0,4.0,3.0,3.0,2
14.0,Spotify,4.0,True,True,True,Video game music,True,True,81.0,2,0,2,1,0,1,2,2,0,3,0,2,1,1,0,3,8.0,6.0,5.0,7.0,0
24.0,Spotify,4.0,True,False,False,Metal,True,True,150.0,2,1,0,1,1,1,0,0,0,0,3,2,1,1,3,0,8.0,8.0,7.0,7.0,0
14.0,Other,10.0,True,False,True,Video game music,False,False,95.0,1,0,2,0,0,2,1,0,0,3,2,0,0,2,1,3,5.0,2.0,5.0,0.0,0
23.0,Spotify,2.0,True,True,True,Rock,True,False,138.0,3,0,1,1,0,2,2,0,1,1,1,2,2,2,3,2,6.0,8.0,4.0,2.0,1
28.0,Apple Music,2.0,True,False,False,Rock,False,False,120.0,1,0,0,1,0,0,2,1,0,2,1,2,1,0,3,1,7.0,5.0,2.0,1.0,1
22.0,Spotify,6.0,True,False,False,Jazz,True,True,140.0,2,1,3,1,1,1,3,2,0,2,2,2,2,1,3,2,8.0,8.0,7.0,1.0,0
25.0,Spotify,0.5,True,True,False,Rock,True,True,139.0,1,0,3,0,0,1,0,1,0,0,1,2,1,1,3,2,10.0,2.0,0.0,0.0,0
27.0,Spotify,2.0,True,True,True,Pop,True,True,100.0,2,1,3,0,0,2,3,3,2,2,2,3,3,1,2,2,8.0,7.0,7.0,5.0,0
18.0,Spotify,5.0,True,False,False,Rock,True,True,120.0,1,0,1,1,0,1,0,1,0,1,2,3,1,2,3,3,8.0,8.0,8.0,6.0,0
17.0,Apple Music,3.0,True,True,True,Pop,True,False,120.0,1,1,0,2,0,2,3,0,1,0,2,3,3,3,3,0,8.0,10.0,9.0,2.0,0
23.0,Other,4.5,True,False,False,Rock,False,True,120.0,2,1,0,2,1,2,1,1,0,1,2,2,1,2,3,2,6.0,1.0,8.0,4.0,1
40.0,Other,3.0,True,False,False,Rock,True,True,178.0,2,0,0,0,0,0,1,0,0,1,2,2,1,0,2,0,0.0,4.0,4.0,0.0,0
27.0,Spotify,20.0,True,False,False,Rock,True,True,120.0,2,1,2,1,0,1,0,2,1,2,3,1,0,1,3,2,8.0,10.0,10.0,8.0,1
18.0,Spotify,1.0,False,False,False,Pop,True,False,100.0,1,1,0,1,1,2,0,0,0,0,0,3,1,2,2,1,3.0,2.0,0.0,1.0,1
16.0,Spotify,2.5,False,True,True,Metal,True,False,110.0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,3,2,5.0,3.0,3.0,1.0,0
