Age,Primary streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects
18.0,Spotify,1.0,False,False,False,Rock,True,True,108.0,2,1,0,2,0,2,0,0,0,0,2,2,1,1,3,1,8.0,9.0,6.0,1.0,0
23.0,Spotify,2.0,False,True,False,Jazz,False,True,120.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10.0,3.0,0.0,10.0,1
15.0,No Streaming Service,5.0,True,True,False,Metal,True,False,161.0,0,0,1,0,0,0,0,0,0,0,3,1,0,1,2,0,6.0,7.0,8.0,2.0,0
20.0,Apple Music,3.0,True,True,False,Metal,True,False,200.0,2,1,0,0,0,1,2,0,0,1,3,1,0,1,3,2,7.0,4.0,7.0,0.0,0
16.0,Spotify,3.0,True,True,False,Rock,True,False,120.0,0,1,0,1,0,0,0,0,2,0,1,1,1,1,3,1,9.0,8.0,6.0,2.0,0
16.0,Spotify,0.5,False,False,False,Rock,False,True,156.0,2,0,1,0,0,1,1,0,0,0,0,2,0,0,3,2,8.0,0.0,0.0,0.0,0
20.0,Apple Music,8.0,True,True,True,Country,True,False,120.0,0,3,0,2,0,1,0,0,0,0,0,1,1,1,2,0,8.0,9.0,2.0,5.0,1
33.0,Spotify,2.0,True,False,False,Metal,True,True,120.0,1,1,0,1,0,2,0,0,0,0,3,0,0,2,2,2,7.0,2.0,3.0,0.0,0
22.0,Spotify,3.0,True,True,True,Rock,True,True,90.0,0,3,1,2,0,1,2,0,3,0,1,2,3,2,3,0,10.0,10.0,4.0,0.0,0
21.0,Spotify,3.0,True,False,False,Hip hop,True,True,85.0,0,0,1,0,0,3,1,0,0,2,0,3,3,3,3,0,8.0,8.0,3.0,3.0,0
21.0,Apple Music,5.0,True,True,False,Metal,True,True,171.0,1,0,2,0,0,3,2,0,0,2,3,1,2,3,2,2,8.0,7.0,7.0,4.0,0
29.0,Apple Music,1.5,True,False,True,Rock,True,True,108.0,1,0,2,0,0,1,1,0,0,0,1,3,3,3,3,0,8.0,7.0,1.0,2.0,0
56.0,No Streaming Service,1.0,True,False,False,Pop,False,False,105.0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,2,0,6.0,5.0,10.0,2.0,1
17.0,Spotify,2.0,True,True,False,Pop,True,False,76.0,2,0,0,0,0,1,1,0,0,1,0,3,1,1,0,1,7.0,6.0,0.0,4.0,0
22.0,Spotify,1.0,True,False,False,Pop,False,False,108.0,1,1,2,0,0,0,1,0,0,0,0,3,0,0,1,1,7.0,4.0,0.0,0.0,0
26.0,Spotify,4.0,True,False,False,Pop,True,True,140.0,2,2,1,1,0,2,0,1,0,1,0,3,1,1,3,1,8.0,7.0,2.0,10.0,1
30.0,Spotify,1.0,True,False,False,EDM,True,True,200.0,0,0,3,0,0,2,0,0,0,0,1,0,0,2,0,0,4.0,4.0,4.0,0.0,0
49.0,Spotify,2.0,True,False,False,Folk,True,False,147.0,1,1,2,3,0,2,1,0,0,2,1,2,2,2,1,1,0.0,0.0,2.0,0.0,1
22.0,Spotify,2.0,True,True,True,EDM,True,True,120.0,1,2,3,2,1,2,2,1,1,2,3,2,2,3,2,3,6.0,4.0,0.0,1.0,0
32.0,Spotify,2.0,False,False,False,Rock,True,False,158.0,0,1,2,1,0,2,0,0,0,2,1,2,2,2,2,0,4.0,7.0,0.0,0.0,0
32.0,No Streaming Service,1.0,False,False,False,Rock,False,False,110.0,1,2,0,2,0,0,0,0,1,0,2,3,1,0,3,0,8.0,4.0,3.0,0.0,1
22.0,YouTube Music,6.0,True,False,False,Country,True,False,103.0,0,3,0,1,0,2,0,0,1,0,2,0,0,2,3,1,5.0,5.0,3.0,3.0,0
17.0,Spotify,2.0,True,False,False,Rock,True,True,93.0,0,1,2,2,1,1,2,1,1,1,3,3,2,2,3,2,0.0,8.0,0.0,0.0,0
21.0,Spotify,4.0,True,True,False,Rock,True,False,62.0,1,0,0,1,0,0,0,0,0,0,1,3,1,0,3,0,7.0,4.0,6.0,1.0,0
17.0,Spotify,1.5,True,False,False,Rock,True,True,180.0,3,0,1,1,0,0,0,0,3,1,1,2,2,1,3,1,8.0,7.0,7.0,3.0,1
25.0,Spotify,3.0,True,False,False,Metal,False,False,150.0,2,2,1,1,0,0,0,0,0,0,3,2,2,0,3,2,9.0,8.0,6.0,2.0,0
15.0,Spotify,4.0,True,False,True,Rock,True,False,105.0,0,0,1,0,0,1,0,2,0,3,2,3,2,1,3,0,8.0,6.0,4.0,0.0,0
13.0,Spotify,10.0,True,False,False,Rap,True,False,140.0,0,0,1,0,0,2,0,0,0,2,0,1,1,3,0,1,7.0,2.0,0.0,8.0,0
38.0,Spotify,3.0,True,False,False,Rock,False,True,120.0,3,1,0,1,0,0,2,0,1,0,3,2,1,0,3,0,6.0,7.0,7.0,7.0,1
23.0,Apple Music,3.0,False,False,False,Rock,True,False,161.0,1,0,2,2,0,1,0,0,0,1,1,2,0,0,3,2,7.0,6.0,4.0,2.0,0
17.0,Spotify,3.0,True,False,False,Pop,True,True,120.0,2,2,2,1,1,3,1,3,0,3,0,3,3,3,3,1,1.0,1.0,1.0,0.0,0
59.0,YouTube Music,2.0,True,False,False,Pop,True,False,103.0,1,0,3,1,0,1,2,1,1,1,0,3,3,1,2,0,1.0,1.0,3.0,0.0,0
22.0,Spotify,2.0,True,True,True,Pop,True,False,72.0,1,1,0,1,1,2,2,0,1,1,0,3,3,2,2,1,2.0,7.0,1.0,2.0,0
17.0,Apple Music,3.0,True,False,False,Pop,True,True,113.0,2,1,0,0,0,3,2,3,1,0,0,3,1,3,2,1,6.0,2.0,3.0,1.0,1
27.0,Spotify,2.0,False,False,False,Pop,False,False,120.0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,2,1,7.0,7.0,3.0,2.0,1
23.0,Spotify,5.0,True,True,False,Video game music,False,False,95.0,2,0,2,0,0,1,1,1,0,2,1,2,1,2,2,2,8.0,7.0,0.0,3.0,1
15.0,Spotify,6.0,True,False,False,Rock,False,False,97.0,1,0,2,1,0,2,1,0,0,1,1,2,2,0,3,2,8.0,3.0,5.0,2.0,0
22.0,Spotify,3.0,True,True,True,EDM,True,False,140.0,1,1,3,2,1,2,1,0,0,1,2,2,2,2,3,3,5.0,4.0,2.0,0.0,0
23.0,Spotify,5.0,True,False,False,Lofi,True,True,120.0,3,1,2,2,1,1,2,1,1,3,1,3,3,1,3,3,7.0,10.0,10.0,1.0,0
19.0,Spotify,5.0,True,False,False,Country,True,True,118.0,1,3,0,3,2,1,2,0,3,1,0,2,2,1,2,0,7.0,6.0,8.0,4.0,0
32.0,Spotify,6.0,True,False,False,Rock,False,False,91.0,0,1,2,0,0,1,1,0,0,0,0,2,1,1,3,1,8.0,7.0,0.0,9.0,0
40.0,Spotify,6.0,True,False,False,Rock,True,True,128.0,2,2,2,2,1,2,2,0,2,2,1,2,2,2,3,1,10.0,7.0,3.0,3.0,1
21.0,Spotify,3.0,True,False,False,Country,True,False,86.0,0,3,1,2,1,2,0,0,0,0,1,2,1,2,2,0,6.0,5.0,5.0,3.0,0
21.0,Spotify,10.0,True,False,False,Rock,True,True,107.0,1,0,3,2,0,1,1,1,1,2,2,3,2,1,3,3,8.0,7.0,6.0,8.0,1
23.0,Spotify,2.0,True,False,False,Video game music,True,True,180.0,2,0,3,0,0,1,1,2,0,2,0,3,1,2,2,3,10.0,7.0,7.0,3.0,2
35.0,Spotify,3.0,False,True,False,Folk,True,False,0.0,2,2,0,2,0,0,1,0,0,1,0,1,0,0,2,2,8.0,2.0,2.0,8.0,1
18.0,Spotify,1.5,False,False,False,Hip hop,False,False,150.0,0,0,0,0,0,2,2,0,0,2,0,3,0,2,2,0,3.0,7.0,4.0,0.0,0
21.0,No Streaming Service,10.0,True,False,False,Pop,True,False,112.0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,2,0,9.0,7.0,5.0,5.0,0
22.0,No Streaming Service,2.0,True,False,False,Video game music,False,True,120.0,0,0,1,0,0,2,1,0,1,0,0,3,0,1,2,3,5.0,3.0,0.0,0.0,0
23.0,Spotify,3.0,True,True,True,Rock,True,True,66.0,1,1,0,3,0,2,2,0,0,0,3,3,3,2,3,0,10.0,7.0,0.0,10.0,0
13.0,Spotify,2.5,True,False,False,Folk,False,False,118.0,0,2,0,3,0,0,0,0,0,0,0,3,0,0,0,0,8.0,0.0,0.0,3.0,0
19.0,Spotify,3.0,True,False,False,K pop,True,True,110.0,2,1,1,2,0,1,0,3,0,2,0,3,3,3,3,0,6.0,0.0,3.0,0.0,0
33.0,YouTube Music,0.5,True,True,False,Rock,False,False,80.0,2,0,1,0,0,0,1,0,0,1,2,1,0,0,2,1,7.0,9.0,4.0,6.0,0
18.0,Spotify,16.0,True,False,True,Jazz,True,True,90.0,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,1,3.0,2.0,5.0,6.0,0
17.0,YouTube Music,6.0,True,True,False,Classical,True,True,120.0,3,1,0,0,0,1,2,1,0,2,0,3,0,0,0,1,4.0,2.0,0.0,0.0,0
16.0,Spotify,3.0,True,False,False,EDM,True,True,100.0,1,0,3,0,0,3,2,3,0,1,2,3,1,3,3,3,4.0,2.0,0.0,0.0,0
18.0,YouTube Music,0.5,False,False,False,Rock,True,False,66.0,1,0,0,2,0,0,0,0,0,0,0,2,1,0,3,0,5.0,3.0,1.0,0.0,1
19.0,Spotify,5.0,True,False,False,K pop,True,True,158.0,1,2,2,0,0,1,1,3,1,0,0,3,3,1,1,1,4.0,2.0,2.0,1.0,0
15.0,YouTube Music,2.0,False,True,False,Rap,True,True,105.0,3,2,0,3,2,3,2,2,0,3,2,1,3,3,2,3,4.0,0.0,6.0,5.0,1
17.0,Spotify,2.0,True,False,False,Pop,True,True,208.0,0,0,0,0,0,1,0,1,0,0,3,3,0,3,3,3,7.0,6.0,3.0,1.0,0
25.0,Spotify,2.0,True,False,False,Lofi,True,True,91.0,2,1,2,1,0,3,3,1,2,3,0,2,1,2,3,2,7.0,8.0,6.0,2.0,0
24.0,Other,1.5,True,False,False,Video game music,False,True,171.0,2,1,3,1,2,2,2,3,1,3,3,3,2,2,3,3,3.0,4.0,1.0,1.0,0
23.0,Spotify,1.0,True,True,False,Jazz,True,False,150.0,1,1,3,0,1,0,3,1,1,0,2,1,2,0,3,2,9.0,7.0,2.0,1.0,0
16.0,Spotify,10.0,True,True,False,EDM,True,True,180.0,1,1,3,2,0,1,2,1,0,1,1,3,2,2,2,2,10.0,9.0,3.0,2.0,0
25.0,YouTube Music,2.0,True,False,False,Metal,True,True,120.0,1,1,1,1,2,1,2,0,1,1,3,2,1,1,3,2,9.0,9.0,7.0,3.0,0
16.0,Spotify,15.0,True,True,True,EDM,True,False,85.0,1,0,3,0,0,1,1,0,0,1,2,2,0,3,3,2,8.0,10.0,9.0,2.0,0
20.0,No Streaming Service,0.5,False,False,False,Metal,True,True,150.0,2,1,2,0,0,2,2,0,0,2,2,1,1,1,2,2,8.0,9.0,6.0,4.0,0
17.0,Spotify,3.0,True,False,False,Metal,True,False,104.0,0,1,1,0,2,2,0,0,0,0,3,0,1,2,3,0,5.0,6.0,9.0,9.0,0
29.0,No Streaming Service,2.0,True,False,False,Metal,True,False,120.0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,0,9.0,3.0,7.0,2.0,0
20.0,Spotify,4.0,True,False,False,Hip hop,True,False,85.0,0,1,3,1,0,3,0,0,0,0,0,2,2,3,2,0,3.0,2.0,1.0,6.0,0
16.0,Spotify,2.0,True,False,False,Folk,True,False,120.0,0,0,0,3,0,1,0,0,0,0,2,3,0,1,2,0,7.0,7.0,4.0,0.0,0
21.0,Spotify,1.0,True,False,False,Rock,True,False,147.0,1,2,2,2,0,2,1,1,1,1,1,3,0,2,3,3,7.0,9.0,1.0,2.0,0
16.0,Spotify,24.0,True,False,False,Rock,True,True,120.0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,2,1,5.0,1.0,9.0,1.0,0
43.0,Spotify,1.0,True,False,False,Pop,True,False,134.0,2,0,0,2,1,2,1,0,0,1,0,3,1,1,2,0,3.0,3.0,0.0,0.0,0
32.0,Pandora,2.0,True,True,False,Classical,True,False,120.0,3,2,1,3,2,2,2,1,2,1,3,3,2,1,3,3,8.0,7.0,5.0,4.0,0
10.0,YouTube Music,2.0,True,True,False,Pop,True,True,112.0,3,0,1,0,0,1,1,3,0,1,0,3,0,1,0,3,8.0,2.0,1.0,1.0,0
27.0,Spotify,3.0,True,False,False,Metal,True,True,200.0,1,1,2,0,0,2,0,2,1,2,3,2,1,3,3,3,4.0,0.0,0.0,0.0,0
24.0,Spotify,3.0,True,True,False,Classical,False,True,75.0,3,0,0,0,1,1,0,0,2,1,2,1,0,1,0,0,9.0,6.0,1.0,1.0,0
18.0,Spotify,2.0,True,False,False,Hip hop,True,True,20.0,1,0,1,0,1,3,1,3,2,0,0,2,3,3,0,0,10.0,7.0,2.0,0.0,0
17.0,Apple Music,7.0,True,False,False,Rock,False,False,140.0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,3,2,8.0,7.0,7.0,4.0,0
19.0,Spotify,6.0,True,False,False,Metal,True,False,111.0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,3,2,1.0,0.0,0.0,0.0,0
16.0,YouTube Music,3.0,True,False,False,Rock,True,True,150.0,2,0,2,0,0,1,1,1,0,1,2,2,2,2,3,2,5.0,7.0,1.0,4.0,0
64.0,Other,5.0,True,False,True,Rock,True,False,120.0,2,1,0,1,2,2,3,2,0,1,2,1,2,1,3,0,7.0,6.0,9.0,2.0,0
33.0,Apple Music,4.0,True,True,True,Lofi,True,True,114.0,2,1,1,2,0,2,2,1,1,3,3,2,1,2,2,2,8.0,8.0,2.0,2.0,0
32.0,No Streaming Service,3.0,True,True,False,Rock,False,True,93.0,3,2,2,2,0,0,3,1,1,0,3,1,0,1,3,1,2.0,2.0,8.0,0.0,1
15.0,Pandora,2.0,True,True,False,Pop,True,False,145.0,1,2,0,0,0,0,0,1,3,0,0,3,2,2,0,0,6.0,0.0,0.0,2.0,0
27.0,YouTube Music,3.0,True,False,False,Metal,True,True,100.0,3,3,0,1,0,1,0,0,0,0,3,2,0,1,3,1,2.0,0.0,1.0,0.0,0
20.0,No Streaming Service,2.0,True,False,False,Rock,True,False,114.0,1,1,0,2,0,0,1,0,0,0,1,2,1,0,3,2,6.0,2.0,6.0,7.0,1
23.0,No Streaming Service,2.0,True,False,False,Pop,True,True,109.0,1,3,0,1,3,3,2,1,0,1,0,3,3,3,3,2,6.0,1.0,0.0,5.0,0
19.0,Apple Music,3.0,False,True,False,Classical,True,False,120.0,3,1,0,1,1,2,1,0,0,0,1,2,0,0,3,2,7.0,6.0,4.0,0.0,0
12.0,YouTube Music,2.0,True,True,True,Classical,False,False,120.0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,3.0,0.0,0
16.0,Other,3.0,True,True,True,Classical,False,False,72.0,3,1,0,0,1,0,0,0,0,0,0,3,0,0,0,1,9.0,7.0,10.0,6.0,1
17.0,Other,0.0,False,False,False,Video game music,False,True,89.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10.0,0.0,0.0,0.0,1
14.0,Spotify,1.0,True,True,False,Pop,True,False,140.0,1,1,3,1,1,2,2,2,1,2,1,3,2,2,2,2,6.0,6.0,3.0,0.0,0
32.0,Spotify,2.0,True,False,False,Metal,True,False,84.0,1,1,3,1,1,1,1,1,0,2,3,2,1,1,2,3,4.0,3.0,1.0,6.0,0
20.0,Spotify,2.0,True,True,False,Pop,False,True,132.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,6.0,2.0,2.0,1.0,1
54.0,No Streaming Service,6.0,True,False,False,Classical,False,False,120.0,3,2,0,0,0,2,1,1,1,0,1,2,2,1,1,0,2.0,2.0,3.0,2.0,0
18.0,Spotify,5.0,True,False,False,K pop,True,True,124.0,0,1,1,0,0,1,1,3,1,1,0,3,1,2,2,0,7.0,4.0,5.0,6.0,0
14.0,Spotify,2.0,True,True,False,Classical,True,False,181.0,3,0,0,0,0,1,0,0,0,1,2,2,0,1,3,1,7.0,5.0,3.0,2.0,0
13.0,Other,4.0,True,True,True,Classical,True,False,126.0,3,0,2,1,0,0,1,1,0,0,1,3,0,0,2,2,8.0,5.0,10.0,3.0,0
19.0,Apple Music,8.0,True,False,True,Country,True,False,109.0,0,3,0,1,0,0,0,0,0,0,1,1,0,1,2,1,7.0,5.0,6.0,5.0,0
14.0,Spotify,4.0,True,True,False,Classical,True,False,106.0,3,0,1,0,0,2,2,1,1,1,2,2,2,2,2,1,6.0,8.0,8.0,2.0,0
14.0,YouTube Music,1.5,False,True,False,Classical,True,False,140.0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,1.0,2.0,4.0,3.0,0
18.0,Apple Music,2.0,True,True,False,Rap,True,True,170.0,3,0,2,0,0,3,2,1,3,2,1,2,2,3,1,2,3.0,2.0,0.0,2.0,0
15.0,Spotify,5.0,True,False,False,Folk,True,True,87.0,1,2,0,3,1,2,0,0,0,2,0,0,0,2,1,1,6.0,7.0,7.0,4.0,0
24.0,YouTube Music,6.0,True,True,False,Classical,False,False,120.0,3,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,6.0,7.0,2.0,0.0,1
17.0,Apple Music,2.0,True,False,False,Pop,False,True,117.0,1,0,0,0,0,1,1,0,0,2,1,3,3,0,0,2,9.0,8.0,4.0,8.0,0
44.0,Spotify,2.0,False,False,False,Rock,True,False,105.0,2,2,2,2,1,2,1,1,0,0,2,2,2,2,3,0,7.0,7.0,2.0,1.0,0
23.0,Spotify,1.0,False,True,False,Rock,True,False,120.0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,3,0,1.0,0.0,1.0,0.0,0
21.0,Apple Music,1.0,False,False,False,Rap,False,False,160.0,1,1,0,0,0,2,1,0,0,1,1,2,2,2,1,0,4.0,3.0,4.0,5.0,0
57.0,Other,2.0,False,False,False,R&B,True,False,120.0,1,2,0,0,1,2,2,0,0,0,0,2,2,2,1,0,2.0,0.0,0.0,0.0,0
23.0,Spotify,2.0,True,True,False,Rock,True,True,141.0,1,1,0,3,0,1,0,0,0,3,3,3,0,2,3,3,0.0,5.0,7.0,0.0,1
18.0,Spotify,1.0,True,True,False,Pop,False,True,105.0,2,1,0,0,1,0,1,0,2,1,0,3,0,0,0,3,8.0,7.0,7.0,0.0,0
26.0,Spotify,14.0,True,False,False,Hip hop,True,True,158.0,2,2,1,3,0,3,3,1,1,3,1,2,3,3,3,1,5.0,10.0,8.0,0.0,1
13.0,YouTube Music,3.0,True,False,True,Classical,False,False,80.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,7.0,9.0,2.0,0
15.0,Spotify,3.0,True,True,True,Classical,True,False,118.0,3,0,0,0,0,0,0,1,0,2,0,2,0,0,0,2,9.0,6.0,8.0,5.0,0
57.0,YouTube Music,2.0,True,True,True,Rock,True,False,125.0,0,0,0,0,0,1,2,0,1,1,2,2,2,1,3,0,2.0,2.0,7.0,0.0,1
12.0,Spotify,0.5,True,True,True,Classical,True,True,109.0,3,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,7.0,8.0,6.0,2.0,0
26.0,Spotify,6.0,True,False,False,EDM,False,True,156.0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,1,10.0,10.0,8.0,2.0,1
17.0,Spotify,1.0,True,True,False,Country,False,False,105.0,0,3,0,1,1,0,1,0,0,0,1,1,1,0,2,1,8.0,5.0,2.0,3.0,0
17.0,Spotify,2.0,True,True,False,Classical,True,True,120.0,3,0,1,0,0,0,0,1,0,1,1,2,1,0,2,2,7.0,8.0,2.0,5.0,0
69.0,Pandora,4.0,True,True,True,Classical,True,True,72.0,3,2,0,2,2,1,3,1,1,1,0,2,2,0,3,0,1.0,1.0,2.0,0.0,0
17.0,Spotify,3.0,True,True,True,R&B,True,True,148.0,3,0,1,0,2,3,3,3,2,0,1,3,3,3,2,0,9.0,10.0,10.0,3.0,1
32.0,Spotify,12.0,True,True,True,Jazz,True,True,200.0,0,0,2,1,0,2,3,1,0,2,0,1,2,1,0,0,9.0,4.0,4.0,4.0,0
22.0,YouTube Music,3.0,False,True,False,Classical,True,False,113.0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,8.0,2.0,4.0,0.0,1
38.0,Spotify,1.0,False,False,False,Metal,True,True,191.0,1,0,0,2,0,0,1,0,0,0,3,0,0,0,2,1,1.0,1.0,5.0,1.0,0
18.0,YouTube Music,10.0,True,False,False,EDM,True,False,140.0,0,0,3,2,0,2,0,0,0,2,0,3,3,3,0,0,10.0,9.0,9.0,8.0,0
14.0,Spotify,5.0,True,True,False,Classical,True,True,40.0,3,1,1,1,1,1,1,2,1,2,0,2,2,1,1,3,3.0,0.0,2.0,3.0,0
14.0,Other,0.5,True,True,False,Video game music,True,True,173.0,3,0,0,1,0,0,1,2,1,0,0,3,0,0,0,3,4.0,0.0,4.0,0.0,0
19.0,Spotify,5.0,True,True,True,Metal,True,True,180.0,1,1,1,1,0,1,1,0,1,2,3,2,1,1,3,2,2.0,3.0,5.0,2.0,0
20.0,YouTube Music,3.0,True,True,True,Classical,True,False,100.0,3,2,1,2,1,1,3,1,1,0,1,2,2,1,1,1,2.0,3.0,3.0,0.0,0
18.0,Spotify,2.0,False,False,False,Rock,True,False,123.0,0,3,0,1,1,1,1,0,0,0,2,3,0,2,2,2,8.0,4.0,3.0,0.0,0
30.0,Spotify,13.0,True,False,False,K pop,True,True,145.0,2,0,1,2,0,2,2,3,3,1,1,3,3,2,3,2,10.0,10.0,10.0,7.0,0
31.0,No Streaming Service,4.0,True,True,False,Classical,True,True,55.0,3,1,0,1,1,0,2,0,0,1,1,0,0,0,2,2,8.0,8.0,9.0,3.0,0
72.0,Spotify,6.0,True,True,True,Rock,False,False,77.0,0,2,0,0,0,0,3,0,2,0,0,1,3,0,3,0,0.0,1.0,0.0,2.0,0
73.0,Pandora,3.0,True,False,False,R&B,True,True,4.0,2,3,1,2,3,2,2,1,3,0,1,2,3,2,2,0,5.0,4.0,0.0,1.0,0
16.0,Spotify,4.0,True,False,False,Pop,True,True,150.0,1,1,2,2,1,3,1,2,1,2,1,3,1,1,1,1,7.5,5.0,7.0,8.5,0
19.0,YouTube Music,3.0,False,True,False,Rap,True,True,73.0,1,0,2,0,0,2,1,0,0,1,0,2,1,3,2,2,3.0,3.0,0.0,0.0,0
16.0,Spotify,2.0,True,True,False,Classical,False,False,155.0,3,1,0,1,0,1,1,0,0,1,0,3,0,0,1,1,7.0,5.0,3.0,1.0,0
12.0,Spotify,2.0,True,True,True,Classical,True,True,120.0,3,1,0,0,1,2,1,1,0,0,0,2,0,1,2,0,8.0,0.0,1.0,6.0,0
39.0,Spotify,1.0,True,False,False,Hip hop,True,True,89.0,0,1,1,2,0,3,1,1,1,2,2,3,2,3,3,0,6.0,4.0,1.0,1.0,0
15.0,Spotify,6.0,True,True,False,K pop,True,True,110.0,2,0,1,2,0,1,2,3,2,2,1,3,2,1,3,0,8.0,8.0,7.0,10.0,1
14.0,Spotify,9.0,True,False,False,R&B,True,True,140.0,3,1,1,1,1,2,1,3,1,2,1,3,3,3,1,1,10.0,8.0,9.0,5.0,0
21.0,Spotify,1.0,False,False,False,Country,False,False,135.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,2.0,0.0,0
38.0,Apple Music,1.0,True,False,False,Video game music,False,False,125.0,1,0,0,0,0,1,2,1,1,0,1,2,1,1,1,3,5.0,5.0,7.0,1.0,2
23.0,Spotify,0.5,False,False,True,Hip hop,True,True,110.0,2,2,1,1,1,3,1,3,1,2,1,2,2,3,1,2,7.0,7.0,6.0,5.0,0
