Age,Primary streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects
16.0,Other,1.0,False,False,False,EDM,True,False,140.0,0,0,3,0,0,2,1,0,0,2,2,1,1,1,2,2,7.0,4.0,6.0,3.0,0
13.0,Spotify,6.0,True,False,False,Rap,True,False,112.0,0,0,0,0,0,3,0,1,0,1,0,1,0,3,0,0,4.0,0.0,0.0,2.0,2
16.0,Spotify,4.0,True,False,False,Rock,True,False,96.0,1,2,2,2,0,2,1,2,0,3,3,3,0,0,3,2,3.0,0.0,6.0,9.0,0
18.0,Spotify,6.0,True,False,True,Rock,True,False,120.0,2,1,1,3,0,2,0,2,0,3,3,2,1,2,3,3,5.0,1.0,6.0,0.0,0
21.0,Spotify,4.0,True,False,False,Metal,True,True,155.0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,3,3,10.0,6.0,8.0,0.0,0
17.0,Spotify,1.5,True,False,False,Classical,True,True,174.0,3,1,0,1,0,0,2,0,0,2,0,3,1,0,0,0,7.0,5.0,1.0,2.0,1
24.0,Apple Music,2.0,True,False,False,Rock,True,True,93.0,1,2,0,3,0,2,2,0,1,2,0,1,1,2,3,0,7.0,7.0,0.0,4.0,1
14.0,Apple Music,2.0,True,False,False,Pop,True,False,78.0,1,0,0,2,0,2,0,1,3,1,1,3,2,2,1,0,6.0,0.0,0.0,0.0,0
25.0,Spotify,4.0,True,False,False,Rock,True,True,120.0,2,1,1,3,1,2,2,1,1,2,2,2,1,2,3,3,6.0,2.0,3.0,2.0,0
22.0,Spotify,3.0,True,False,False,Lofi,True,True,174.0,1,3,2,1,1,1,1,1,1,3,1,1,1,1,1,1,7.0,6.0,7.0,9.0,0
20.0,No Streaming Service,4.0,True,False,False,Rock,True,True,120.0,1,0,2,0,0,1,0,3,1,1,2,3,1,1,3,1,5.0,7.0,7.0,0.0,1
23.0,Spotify,2.0,True,False,False,Pop,False,False,75.0,2,1,1,2,0,3,2,0,0,0,0,3,3,3,2,2,7.0,6.0,4.0,3.0,0
61.0,Pandora,2.0,True,False,False,Rock,True,False,94.0,0,0,0,1,0,0,0,1,0,0,2,2,1,0,2,0,2.0,2.0,2.0,0.0,0
24.0,Spotify,6.0,True,False,False,Video game music,False,True,180.0,2,0,2,3,0,0,0,1,0,1,2,1,0,0,3,3,9.0,5.0,0.0,7.0,0
34.0,Spotify,0.0,False,True,False,Rock,False,True,115.0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,3,0,3.0,7.0,8.0,0.0,2
49.0,Spotify,1.0,False,False,False,Pop,True,False,128.0,2,0,0,0,0,3,1,0,0,3,0,3,3,3,2,0,4.0,5.0,9.0,1.0,0
33.0,No Streaming Service,4.0,True,True,False,Rock,True,True,112.0,1,2,1,1,1,1,1,0,0,3,1,2,1,1,3,3,1.0,0.0,7.0,0.0,0
22.0,No Streaming Service,2.0,False,True,True,Metal,False,False,140.0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,3,3,3.0,2.0,0.0,2.0,1
38.0,Spotify,3.0,True,False,False,Metal,True,True,143.0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,1.0,6.0,1.0,2.0,0
23.0,YouTube Music,4.0,False,False,False,Hip hop,True,False,72.0,1,1,0,1,0,3,1,0,0,2,1,3,2,2,2,1,8.0,10.0,4.0,0.0,1
34.0,No Streaming Service,2.0,False,False,False,Video game music,False,True,100.0,1,1,1,0,0,2,1,1,0,1,1,0,0,2,1,3,8.0,10.0,10.0,0.0,1
40.0,Other,3.0,True,False,False,Metal,True,True,120.0,0,0,0,0,0,0,2,0,2,0,3,1,1,0,2,0,3.0,0.0,8.0,1.0,1
27.0,Spotify,1.0,False,False,False,Hip hop,True,False,120.0,2,0,1,0,0,3,1,0,0,1,0,2,3,3,0,0,3.0,4.0,1.0,0.0,0
54.0,YouTube Music,10.0,True,False,False,Rock,True,False,120.0,2,2,0,1,0,0,1,0,0,0,1,1,2,0,2,0,2.0,1.0,2.0,2.0,0
16.0,Spotify,10.0,False,False,False,Rock,True,False,105.0,1,3,0,3,1,1,2,0,0,0,3,2,1,1,3,0,0.0,0.0,0.0,0.0,1
23.0,No Streaming Service,10.0,True,False,False,Video game music,False,True,119.0,1,0,2,2,0,1,0,2,0,2,1,2,0,1,2,3,8.0,8.0,5.0,0.0,0
35.0,Spotify,4.0,False,False,False,Country,True,False,120.0,0,3,0,1,0,0,0,0,0,0,2,2,0,0,2,1,1.0,1.0,1.0,0.0,1
22.0,YouTube Music,4.0,True,False,False,Folk,True,True,137.0,1,2,3,3,0,2,2,0,1,2,3,3,2,2,3,2,8.0,7.0,6.0,2.0,0
41.0,Spotify,3.0,False,False,False,Metal,True,True,178.0,3,1,0,1,0,0,0,2,0,0,3,1,0,1,2,3,6.0,5.0,4.0,0.0,1
63.0,Spotify,2.0,True,False,False,Rock,True,False,133.0,3,2,1,3,0,1,2,0,1,0,0,0,1,0,3,0,5.0,4.0,6.0,2.0,0
28.0,Spotify,1.0,False,True,False,Rock,True,False,72.0,1,1,0,1,0,1,0,0,0,2,1,2,0,1,2,0,3.0,1.0,0.0,2.0,1
22.0,Spotify,6.0,True,True,False,Country,True,False,120.0,1,3,2,3,1,2,2,0,1,2,2,2,1,2,3,2,4.0,8.0,2.0,2.0,0
58.0,YouTube Music,1.0,True,False,False,Rock,True,False,133.0,1,2,1,2,2,2,2,0,1,1,2,1,2,2,2,0,5.0,6.0,3.0,1.0,0
58.0,YouTube Music,1.0,True,True,True,Classical,True,False,80.0,2,1,0,1,2,1,2,1,1,0,0,1,0,0,0,0,0.0,0.0,2.0,1.0,0
67.0,Other,4.0,True,False,False,Rock,False,False,146.0,0,2,0,0,0,0,2,0,0,0,1,0,1,0,3,0,7.0,6.0,7.0,4.0,0
70.0,No Streaming Service,2.0,True,False,False,Country,False,False,88.0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,5.0,6.0,1.0,0
60.0,YouTube Music,2.0,True,False,False,Rock,False,True,132.0,2,2,0,2,1,0,1,0,1,0,1,2,2,1,3,1,4.0,4.0,2.0,0.0,0
15.0,Spotify,2.0,True,True,True,Pop,True,False,102.0,1,1,2,0,2,1,2,2,0,0,0,3,2,0,2,3,9.0,8.0,10.0,9.0,0
18.0,YouTube Music,6.0,True,False,False,EDM,True,True,91.0,3,1,3,1,2,3,2,0,2,3,2,3,3,3,2,3,5.0,5.0,7.0,0.0,0
58.0,Other,3.0,True,False,False,Hip hop,True,True,127.0,2,0,2,1,2,3,3,0,2,3,0,1,3,2,2,0,4.0,6.0,8.0,1.0,0
28.0,Other,1.0,True,False,False,Lofi,True,True,82.0,2,1,1,1,1,2,2,1,2,3,1,2,2,1,2,2,4.0,8.0,5.0,0.0,0
22.0,Spotify,4.0,True,True,False,Lofi,True,False,141.0,1,1,0,2,0,1,2,0,0,3,1,2,1,1,3,0,9.0,10.0,6.0,7.0,0
49.0,YouTube Music,0.5,False,False,False,Classical,False,False,114.0,3,2,1,2,3,2,2,1,1,0,1,2,2,2,1,1,3.0,2.0,2.0,2.0,0
20.0,YouTube Music,8.0,True,False,False,Rock,True,True,148.0,0,1,1,2,0,0,1,0,0,1,2,1,2,0,3,2,6.0,2.0,2.0,1.0,0
55.0,YouTube Music,15.0,True,False,False,Rock,False,False,156.0,1,0,0,3,0,0,2,0,1,0,0,1,0,0,3,0,2.0,0.0,3.0,0.0,1
48.0,Spotify,1.5,True,True,False,Metal,False,False,185.0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,1,1,10.0,8.0,0.0,4.0,0
14.0,Spotify,2.0,True,True,False,K pop,True,True,114.0,2,0,1,0,0,2,2,3,0,2,0,1,1,1,0,1,4.0,4.0,2.0,2.0,0
18.0,Spotify,3.0,True,True,False,Pop,True,True,120.0,2,0,2,1,0,3,2,3,3,2,1,3,3,3,2,2,7.0,8.0,6.0,2.0,0
25.0,Spotify,1.0,True,False,False,Pop,True,True,80.0,3,1,1,1,0,2,2,0,0,1,3,3,1,2,2,2,7.0,6.0,5.0,5.0,0
71.0,No Streaming Service,0.25,True,False,False,Gospel,False,True,120.0,2,1,0,1,2,0,0,0,2,0,0,1,1,0,1,0,1.0,0.0,0.0,0.0,0
60.0,YouTube Music,1.0,False,True,True,Gospel,False,False,120.0,2,1,0,0,3,1,0,0,0,0,0,0,0,1,1,0,6.0,2.0,8.0,0.0,0
18.0,No Streaming Service,1.0,True,False,True,Video game music,False,False,116.0,1,1,2,2,0,1,2,0,0,0,2,0,1,2,2,3,4.0,5.0,7.0,0.0,1
19.0,Spotify,5.0,True,False,False,Hip hop,False,True,99.0,1,3,2,1,1,3,0,1,3,0,1,2,2,3,1,2,10.0,7.0,0.0,0.0,0
74.0,No Streaming Service,1.0,False,False,False,Pop,False,False,129.0,1,3,0,2,2,0,1,0,2,0,0,3,2,0,2,0,4.0,2.0,1.0,0.0,0
36.0,Pandora,1.0,True,False,False,Hip hop,False,False,131.0,2,0,0,0,0,3,0,0,0,0,0,3,2,2,2,0,7.0,6.0,2.0,3.0,0
14.0,Spotify,7.0,True,False,False,Lofi,True,True,95.0,0,0,0,0,0,2,0,0,0,3,0,3,0,2,0,1,3.0,2.0,8.0,0.0,0
20.0,Spotify,3.0,False,True,True,Hip hop,True,True,80.0,3,1,1,2,0,3,2,0,2,1,1,2,2,3,3,1,10.0,7.0,4.0,3.0,0
15.0,Spotify,3.0,True,False,False,K pop,True,True,204.0,1,0,1,0,0,3,2,3,0,0,0,1,2,3,2,3,4.0,0.0,0.0,0.0,1
19.0,No Streaming Service,7.0,True,False,False,Rock,False,False,128.0,2,1,0,1,0,0,2,0,0,0,1,0,0,0,3,2,7.0,7.0,0.0,0.0,0
29.0,Spotify,8.0,True,False,False,EDM,False,True,140.0,1,2,3,2,0,2,1,0,0,1,2,0,0,3,3,3,6.0,7.0,4.0,1.0,0
24.0,Spotify,2.0,True,False,False,Metal,True,False,159.0,0,1,3,2,3,0,0,0,0,1,3,1,0,0,2,1,7.0,6.0,2.0,7.0,0
18.0,Apple Music,2.0,True,False,False,Pop,True,True,104.0,1,1,1,1,1,3,1,1,2,1,2,3,3,3,3,0,6.0,5.0,8.0,0.0,0
21.0,Spotify,2.0,True,False,False,Rock,True,True,97.0,2,0,0,2,0,1,1,1,0,1,0,3,1,1,3,1,10.0,10.0,2.0,3.0,0
19.0,Spotify,2.0,True,False,False,K pop,True,True,80.0,1,0,1,0,0,2,2,3,0,2,0,2,3,1,2,2,7.0,6.0,5.0,1.0,0
25.0,Spotify,4.0,False,False,False,Video game music,True,True,134.0,2,0,0,1,1,0,0,1,3,0,0,3,2,0,0,3,3.0,0.0,0.0,0.0,0
28.0,Spotify,8.0,True,False,False,Rock,True,True,120.0,1,1,1,2,1,2,2,1,1,3,1,3,2,2,3,2,8.0,2.0,1.0,0.0,1
27.0,Other,4.0,True,False,False,Rap,True,False,135.0,1,0,0,0,0,2,1,2,0,2,0,1,0,3,1,1,7.0,6.0,6.0,5.0,0
60.0,Spotify,1.0,False,False,False,Rock,True,False,129.0,2,1,0,2,0,0,2,0,0,0,0,1,1,0,2,0,3.0,2.0,5.0,0.0,1
25.0,YouTube Music,5.0,False,False,False,Metal,False,True,120.0,1,1,0,1,0,0,0,0,0,0,3,2,0,0,2,1,8.0,2.0,1.0,0.0,0
60.0,Other,2.0,True,False,False,Rock,False,False,120.0,1,2,0,0,0,0,0,0,0,0,2,1,2,0,3,0,7.0,7.0,2.0,4.0,0
43.0,Other,1.0,False,False,False,Country,False,False,110.0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,1,0,5.0,1.0,1.0,1.0,0
51.0,No Streaming Service,5.0,True,False,False,Rock,False,False,180.0,2,1,0,2,0,0,1,0,0,0,2,1,1,0,3,1,1.0,2.0,1.0,0.0,1
63.0,YouTube Music,8.0,True,False,False,Rock,True,False,70.0,2,2,1,1,0,0,1,0,1,1,0,2,1,0,2,0,2.0,1.0,2.0,2.0,0
64.0,YouTube Music,2.0,True,False,False,Classical,False,False,120.0,3,0,1,3,0,1,1,0,1,1,0,3,1,0,1,0,5.0,2.0,4.0,0.0,0
22.0,Spotify,2.0,True,False,False,Pop,False,False,120.0,2,1,2,2,1,2,0,1,0,3,1,3,1,2,2,1,7.0,2.0,1.0,0.0,0
24.0,YouTube Music,1.0,True,False,False,Folk,False,True,103.0,2,0,3,3,1,2,2,1,1,3,1,2,1,2,3,3,10.0,10.0,7.0,8.0,0
19.0,Spotify,8.0,True,False,False,Pop,True,True,99.0,1,2,2,3,0,3,0,3,2,1,1,3,2,3,3,1,7.0,2.0,1.0,6.0,0
56.0,Apple Music,8.0,True,False,False,Pop,True,False,117.0,2,1,1,2,0,2,2,1,1,1,2,2,2,2,2,0,6.0,4.0,1.0,0.0,0
20.0,Spotify,1.0,False,False,False,EDM,True,False,102.0,1,0,3,0,0,2,0,1,1,3,1,3,0,0,0,0,5.0,9.0,6.0,1.0,0
19.0,No Streaming Service,1.0,True,True,False,Video game music,False,False,127.0,3,0,0,1,1,2,2,1,1,3,0,2,2,1,1,3,7.0,5.0,7.0,0.0,0
20.0,Spotify,8.0,True,False,False,Jazz,True,True,93.0,1,2,1,3,0,2,3,1,2,3,0,2,1,2,2,1,7.0,6.0,7.0,4.0,0
60.0,Spotify,2.0,True,False,False,Rock,False,False,120.0,1,1,0,1,1,0,1,0,0,0,1,2,2,0,3,0,0.0,0.0,0.0,0.0,0
65.0,Apple Music,6.0,True,False,False,R&B,False,True,146.0,1,1,0,1,1,1,1,1,2,0,0,2,3,0,2,0,3.0,5.0,0.0,2.0,1
28.0,Spotify,3.0,False,True,True,Metal,True,True,0.0,3,0,1,2,1,1,3,1,2,3,3,1,2,0,3,3,8.0,8.0,5.0,2.0,0
18.0,No Streaming Service,4.0,True,True,False,EDM,False,True,150.0,3,0,3,0,0,0,1,0,0,1,0,2,0,1,1,2,8.0,7.0,10.0,6.0,0
42.0,Spotify,2.0,True,False,False,Rock,False,True,85.0,1,0,0,0,0,1,0,0,0,0,0,2,1,1,2,1,2.0,4.0,5.0,2.0,0
80.0,No Streaming Service,3.0,True,True,False,Classical,False,False,122.0,3,1,0,1,0,0,1,1,0,1,1,2,0,0,0,2,7.0,3.0,9.0,2.0,0
22.0,No Streaming Service,4.0,False,False,True,Pop,True,False,120.0,1,2,3,2,0,1,0,0,0,0,1,3,3,1,2,0,8.0,7.0,4.0,4.0,0
56.0,Other,2.0,False,False,False,Jazz,True,True,120.0,2,0,2,2,1,0,3,0,1,1,1,2,1,0,2,1,0.0,0.0,0.0,5.0,1
20.0,YouTube Music,1.0,True,False,False,Pop,False,True,120.0,0,0,2,0,0,1,2,3,1,1,0,3,2,1,1,0,8.0,6.0,9.0,8.0,0
15.0,Spotify,1.0,True,False,False,Video game music,True,True,150.0,0,1,2,0,0,2,1,0,0,3,2,2,1,1,3,3,4.0,2.0,3.0,2.0,0
57.0,Spotify,2.0,True,True,False,Gospel,False,False,174.0,2,0,0,1,3,0,2,0,1,0,0,2,2,0,1,0,6.0,4.0,10.0,0.0,0
22.0,Apple Music,7.0,True,False,False,Pop,True,True,112.0,0,0,2,1,0,3,0,3,2,0,0,3,3,3,2,1,8.0,8.0,10.0,0.0,0
17.0,Spotify,5.0,True,False,False,Pop,True,True,180.0,0,0,2,0,0,2,0,3,1,1,0,3,3,2,1,1,5.0,5.0,5.0,5.0,0
19.0,Spotify,3.0,True,False,False,Rock,False,False,121.0,0,3,0,1,2,0,0,0,0,0,1,3,0,2,3,2,10.0,8.0,6.0,2.0,1
50.0,No Streaming Service,1.0,False,False,False,Rock,False,False,98.0,2,2,0,0,0,3,2,1,1,0,1,3,2,2,3,0,0.0,0.0,7.0,0.0,0
24.0,Spotify,6.0,True,True,True,Rock,True,True,118.0,0,1,2,3,0,1,1,2,0,1,3,2,0,1,3,2,8.0,8.0,10.0,0.0,0
67.0,Apple Music,2.0,False,False,False,Rock,True,False,120.0,2,0,0,0,0,1,0,0,0,0,2,2,0,0,2,0,8.0,2.0,0.0,0.0,1
18.0,Other,3.0,True,True,True,Metal,True,False,135.0,2,2,0,1,1,1,0,0,0,0,3,0,1,1,1,0,7.0,8.0,4.0,10.0,0
20.0,Spotify,1.5,True,False,False,Country,False,False,120.0,1,3,2,0,0,2,2,2,1,0,0,2,0,2,2,0,0.0,2.0,0.0,1.0,0
15.0,Spotify,4.0,True,True,False,Pop,True,False,105.0,0,1,0,0,2,1,1,1,1,2,1,3,2,2,3,2,3.0,5.0,4.0,0.0,0
17.0,Spotify,2.0,True,True,False,Pop,True,True,122.0,1,0,0,1,0,2,0,3,1,0,0,3,0,2,0,0,5.0,2.0,3.0,1.0,0
32.0,YouTube Music,2.0,True,False,False,Folk,True,False,120.0,0,0,2,2,0,2,2,0,1,2,0,2,2,2,2,2,6.0,1.0,0.0,0.0,0
18.0,Spotify,2.0,False,False,False,Rap,True,True,136.0,1,0,0,0,0,3,1,0,0,0,1,2,1,3,1,3,6.0,3.0,4.0,2.0,0
18.0,Spotify,1.0,True,True,True,Rock,True,False,165.0,2,0,2,0,0,1,1,0,0,1,3,2,0,1,3,1,5.0,6.0,8.0,2.0,0
18.0,Spotify,3.0,True,False,False,K pop,True,True,130.0,2,0,0,0,0,2,0,3,0,1,0,2,3,1,2,1,8.0,4.0,7.0,5.0,0
19.0,Spotify,3.0,True,False,False,Pop,True,False,120.0,0,0,3,0,0,3,1,1,1,1,1,3,2,3,1,2,1.0,1.0,2.0,3.0,0
18.0,Spotify,2.0,False,True,False,Rock,True,False,115.0,0,0,0,0,0,1,0,0,0,0,2,2,1,1,3,0,8.0,3.0,1.0,3.0,0
17.0,Other,6.0,True,False,True,Rap,True,False,140.0,1,0,1,0,2,3,2,0,0,2,0,2,2,3,1,0,3.0,3.0,0.0,0.0,0
34.0,Spotify,3.0,True,False,False,Classical,False,True,95.0,3,0,0,0,0,0,1,0,0,1,2,1,0,0,2,2,0.0,0.0,0.0,0.0,1
18.0,YouTube Music,3.0,True,False,False,Pop,False,False,150.0,1,1,2,1,0,3,1,1,0,1,1,3,1,3,1,2,5.0,4.0,2.0,0.0,1
18.0,Spotify,2.0,True,False,False,R&B,True,False,97.0,0,0,0,0,2,3,1,0,1,1,0,2,3,3,1,0,2.0,4.0,0.0,0.0,0
22.0,No Streaming Service,2.0,True,False,False,Video game music,False,False,120.0,2,1,1,0,3,1,2,1,1,1,0,1,0,0,0,3,4.0,6.0,0.0,2.0,0
18.0,Spotify,2.0,True,False,True,Pop,True,False,120.0,2,1,2,0,0,1,2,1,0,2,0,3,1,0,2,2,5.0,7.0,2.0,0.0,0
19.0,Spotify,3.0,True,False,False,Rock,True,True,122.0,2,1,1,2,1,2,1,1,1,1,1,2,1,2,3,0,4.0,0.0,7.0,0.0,1
25.0,No Streaming Service,4.0,True,False,False,Pop,True,True,150.0,1,0,2,0,0,3,0,1,1,1,2,3,1,3,3,1,10.0,8.0,6.0,2.0,1
17.0,Spotify,2.0,True,True,True,R&B,True,False,120.0,3,1,0,1,1,1,2,2,1,2,1,3,3,1,2,0,3.0,3.0,1.0,0.0,0
25.0,Spotify,5.0,True,True,False,Rock,True,False,125.0,2,2,1,0,0,2,0,1,0,1,2,2,0,2,3,2,8.0,7.0,2.0,1.0,0
18.0,Spotify,2.0,True,False,False,R&B,False,False,96.0,2,1,0,0,0,2,1,0,0,3,1,3,3,2,3,1,3.0,3.0,0.0,3.0,0
24.0,Spotify,7.0,True,False,False,Folk,True,True,137.0,2,1,1,3,0,1,1,0,1,2,1,3,1,1,3,3,10.0,10.0,8.0,10.0,0
16.0,Spotify,3.0,True,True,False,K pop,False,True,174.0,1,0,2,0,0,1,2,3,2,2,0,3,1,2,0,0,10.0,2.0,7.0,8.0,0
18.0,Spotify,3.0,False,True,True,Metal,True,False,210.0,0,0,0,1,0,2,3,0,1,0,3,1,2,2,2,1,9.0,6.0,8.0,5.0,0
18.0,Spotify,4.0,True,False,False,R&B,True,True,129.0,1,1,1,0,0,3,2,0,0,1,0,3,3,3,3,1,6.0,4.0,1.0,6.0,0
16.0,Spotify,3.0,True,False,False,Pop,True,False,112.0,3,0,0,0,0,1,1,0,0,0,0,3,3,0,2,0,3.0,4.0,6.0,8.0,0
68.0,Pandora,1.0,True,False,False,Gospel,False,False,8.0,3,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,10.0,10.0,10.0,0.0,0
16.0,Spotify,7.0,True,False,False,Video game music,True,False,999999999.0,0,1,2,1,0,1,1,0,0,0,3,2,0,3,1,2,4.0,8.0,8.0,4.0,1
21.0,Spotify,1.0,False,False,False,R&B,True,True,81.0,0,0,0,0,1,3,0,0,0,0,0,3,3,2,0,0,3.0,0.0,0.0,0.0,0
53.0,Pandora,4.0,True,False,False,R&B,True,True,153.0,1,2,1,1,1,3,1,2,1,0,2,1,2,2,2,1,1.0,0.0,0.0,0.0,0
29.0,Spotify,4.0,True,False,False,Classical,True,False,120.0,3,0,3,0,0,0,2,0,1,1,0,2,0,0,1,1,5.0,6.0,7.0,7.0,1
18.0,Spotify,3.0,True,False,False,Video game music,True,True,89.0,2,0,0,0,0,0,2,1,0,3,0,1,2,0,0,3,7.0,0.0,3.0,1.0,1
29.0,Spotify,2.0,True,False,False,Pop,False,False,120.0,0,0,1,1,0,3,0,0,0,2,1,3,0,3,0,3,10.0,8.0,8.0,9.0,0
18.0,Spotify,4.0,True,True,False,R&B,True,True,169.0,1,2,3,0,1,3,1,2,2,2,1,2,3,2,1,2,3.0,0.0,3.0,4.0,0
22.0,Spotify,5.0,True,False,False,EDM,True,True,138.0,0,0,3,0,0,3,0,0,0,3,0,3,3,3,3,2,1.0,0.0,0.0,1.0,1
19.0,Other,6.0,True,False,False,Pop,False,False,124.0,2,1,1,1,3,2,1,2,3,1,1,3,2,2,2,2,6.0,6.0,0.0,0.0,0
13.0,YouTube Music,1.0,True,False,False,Video game music,True,False,120.0,0,0,2,0,0,1,2,0,0,2,1,1,1,0,2,3,4.0,3.0,4.0,0.0,0
26.0,No Streaming Service,1.0,False,False,False,Pop,False,False,192.0,0,1,2,2,0,1,1,2,2,3,0,3,1,1,2,0,6.0,4.0,0.0,0.0,0
14.0,Spotify,3.0,True,False,False,Rock,True,False,76.0,0,0,0,0,0,2,1,0,0,0,1,2,0,0,3,2,2.0,6.0,3.0,0.0,2
27.0,Spotify,1.0,True,False,False,Pop,True,True,119.0,1,1,1,0,1,2,1,3,0,2,0,3,2,2,2,3,8.0,3.0,3.0,3.0,0
26.0,Spotify,8.0,False,False,False,Rock,False,True,172.0,0,2,2,3,0,3,1,3,0,0,2,2,3,3,3,3,8.0,10.0,7.0,3.0,1
59.0,Other,1.0,False,True,False,Rock,False,False,79.0,1,0,0,1,2,0,1,0,1,0,0,1,1,0,3,0,1.0,0.0,0.0,1.0,0
30.0,Spotify,8.0,True,True,True,Rock,True,False,112.0,2,2,0,1,0,2,2,0,2,2,1,2,2,2,3,0,8.0,6.0,6.0,8.0,0
27.0,Spotify,1.0,True,False,False,Pop,True,True,130.0,0,1,2,0,0,2,0,1,2,0,0,3,2,2,2,0,6.0,3.0,1.0,7.0,0
18.0,Apple Music,1.0,False,True,False,Rap,True,True,116.0,1,0,0,0,0,2,0,0,1,2,0,2,0,3,0,2,2.0,0.0,3.0,0.0,0
23.0,No Streaming Service,10.0,True,True,True,Metal,False,True,165.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0.0,0.0,0.0,0.0,1
18.0,Spotify,10.0,True,True,True,Rock,True,False,110.0,2,2,2,2,1,2,2,2,1,1,3,3,2,2,3,0,10.0,10.0,6.0,6.0,0
